artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
"1000 Petal Lotus, Angus Tarnawsky",Subconscious Self Sabotage,alternative,https://zanecoppard.bandcamp.com/album/subconscious-self-sabotage,victoria,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02165dd3ab3345f647e6288e70,37NYBFarXuklOkXSr3ld2l,6yoiOF2aoJiWhilpAEmGAx
Aband*nthecar,L*ve,pop,https://abandonthecar.bandcamp.com/album/l-ve,manitoba,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025782f7232eb148f9ca5b7ade,7ay6YBwZzHYNXcprLDM1hA,2Uzt3a47uSOFwUqQ6U3gEQ
Matty Stecks & Musical Tramps,Long Time Ago Rumble,jazz,https://mattystecks.bandcamp.com/album/long-time-ago-rumble,manitoba,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028b1a60d12cd5886340e0ca13,3zQFrU6gXXbxrG0CziRAUM,25tihKYUVpBaA0fwqFQYha
Wayne Kennedy,Death To All My Fears,acoustic,https://waynekennedy.bandcamp.com/album/death-to-all-my-fears,ontario,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f21fe1886d10207b0f99a6d,0K2h1AbOarjWRWbf3kQjxQ,6qiiry6UVN8aviIUZ61B1J
wavcat,I. SINCE IT'S SOMETHING I CREATED / WILDFIRE,r&b/soul,https://wavcat.bandcamp.com/album/i-since-its-something-i-created-wildfire,ontario,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0261475e322cadc51add887727,0fxtrtKbNbuCr6C1PElq5Z,3xxCDR6TuN4PlMf5i0kfxc
mov,When The World Shut Down,electronic,https://movisme.bandcamp.com/album/when-the-world-shut-down,ontario,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020978385f7066824901bdc92f,3bjrFvPZohPkU9VZzYFPb5,4hBS7gTFni8Kic0W4cebuU
Regaid,Lost In Time,electronic,https://regaid.bandcamp.com/album/lost-in-time,quebec,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021869d510271ea4d63c109500,7tiURK1VmB7C9SqM0yBMN9,7rNlzcc9g3TcoHqMHfuFf3
Gabriel Cyr,Spectrum Exploration I,rock,https://gabrielcyrguitarist.bandcamp.com/album/spectrum-exploration-i,quebec,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029916e8ca505b619d76678d95,1q5FWMXPVyvwmtTg3IvkW4,5AoRjCb34t58O5HcH8D0A8
Fifth Wheel Slide,Revolution Bypass,rock,https://leifericssonrenk.bandcamp.com/album/revolution-bypass,britishcolumbia,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02925b1cc42286d25e4c4e0580,70WXTCQTopp4P9S3ZSfxe7,5Eu5eHDqaF0uVtadjxdyAn
nico swim,Vovô,experimental,https://nicoswim.bandcamp.com/album/vov,britishcolumbia,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024b112ef6400d7886eb0208ef,5jVaTVHO6AG1DBt7XT3vrs,2T3T2lW1dK7X9xTTLoXltb
her motives are silent,MOVEMENTS,experimental,https://hermotivesaresilent.bandcamp.com/album/movements,calgary,39.133,3,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0248759e904e930dd3a059aee8,7pVBZrc4IMWw84Isj9wpJ9,5TNvt98s2BRBIhcg2Y5Vjk
DNTE,Grandizer,hip-hop/rap,https://cocareef1.bandcamp.com/album/grandizer,toronto,38.867,7,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a04661c9746f37f659e1d3e5,2SgTDiAzoho4SVsur3NBnN,0nlmhM9h98UFAdb5GMUBV3
Lazy Laser,Ride On Space Cowboy,electronic,https://lazylaser.bandcamp.com/album/ride-on-space-cowboy,montreal,38.867,7,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e3782a3e987facc42d4046be,6V4teT2mHRRImUe11L54PE,01pAZUliF44xfWXMEFQ9zR
TANKS,Success,alternative,https://blacksquares.bandcamp.com/album/success,toronto,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0282079670b3ba2d6b310a5efe,1ccQsG4i2RaaqAeOa3sIjd,4GexXYWVgIFKOsFzuEB3SN
eden pipe camp,bright hope / strangely dim,alternative,https://edenpipecamp.bandcamp.com/album/bright-hope-strangely-dim,toronto,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025580ae0d911600650bf0f8eb,7DyoBVwGMq4RDexnls2cYe,4pFn5tqSFfVVSC8GNnjndX
Arianna Mae,Wildfire,pop,https://ariannamae.bandcamp.com/album/wildfire,toronto,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f5c17915bfdc2a2e19052d1a,0fA6omKecSB0dWmmtVy2WW,5tIXDjvMBwPcUz3y4omUY8
Bloodshot Bill,Get Loose Or Get Lost,rock,https://bloodshotbill.bandcamp.com/album/get-loose-or-get-lost,montreal,38.667,30,2020-04-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024fb90f784bbfa63b962436d9,5em4HZdKQEA0ofKxszspZh,4hXAGYc0vplYDIfDfD7tnN
Ashy Crowned Sparrow Larks,Pollution,folk,https://acsl.bandcamp.com/album/pollution,montreal,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b1c67fabc3ce7a0c9ef68902,3uDyX7jOF8ywFywPEawN53,6YSw91hDIwMvPJz9sW3IOP
Justin Mathews,Primal,experimental,https://justinmathews.bandcamp.com/album/primal,ontario,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0210abbbfc61bcbd96c49874ad,3xxpdVMyBS1kYlJcV2oiO9,5plkeLMGCrdDqMWG2saveT
Taco Theory,"Plus de fruits, moins de légumes",punk,https://tacotheory.ca/album/plus-de-fruits-moins-de-l-gumes,quebec,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025f27e1eb8c2177caf3195c7e,7fr7uZtI7Yb42TA0LioOpF,2AwoHqbwQ85SeopmEJ5NKz
Skinny Leigh,Mt. Sutton Session,alternative,https://skinnyleigh.bandcamp.com/album/mt-sutton-session,quebec,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028ce256be7584b85f9152ed03,2q7p3LzwXAbIXMJUvHZmQm,3CLnBze8jXstyxIWWRwRIB
The Chemical Syndicate,New Age Revolver,rock,https://thechemicalsyndicate.bandcamp.com/album/new-age-revolver,quebec,38.667,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02358a2b23ca559e5b57a82a81,5lrl43VWq2FuDsTy89cEZw,1AePzDVZBNnHNLoziI6Kzf
Connor Grail,CONNOR&MMATT VOL 1,electronic,https://connorgrail.bandcamp.com/album/connor-mmatt-vol-1,ottawa,38.533,2,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0252f8f422635d92ed7d5faa23,5UCTi4NvpWo6Qx8JDYIRd1,45yx1rBykdTiIHG65hOgdx
Dynalectric Orchestra,Heartbeat,electronic,https://dynalectricorchestraofficial.bandcamp.com/album/heartbeat,britishcolumbia,38.533,2,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02693c17db1c60f18cad7729a0,7cv84U9lN5mhRCMHvFqnDk,3GpOfkus6cq91LqesrYw59
Jamboree,A Beautiful Place,alternative,https://jamboree.bandcamp.com/album/a-beautiful-place,manitoba,38.4,14,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025fa0e5c4cc446d2a20eefe5e,0VRz5uOkwkgJwokWtQ1hOq,1YyuDWi5kz0dav5M4t0Wz3
Oswald Park,A Prescription Year,alternative,https://oswaldpark.bandcamp.com/album/a-prescription-year,ottawa,38.267,6,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0265158a57086ec2b0dbb695e4,1lJD93iVagobUUZyQ4IZ2s,0BgazRFF6JkAhlHM16AMcT
Atlas to Earth,Eunoia,alternative,https://atlastoearth.bandcamp.com/album/eunoia,britishcolumbia,38.267,6,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b3578728276674f23160fc52,4eCqeOqkZ4zWg1OIYMSbz5,1wYf4Tlfkw6bidHIimuafC
Wheesht,Who's to Know,alternative,https://wheesht.bandcamp.com/album/whos-to-know,manitoba,38.2,17,2020-04-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f87c048ebf254a53e4b3b021,04Qyq85QYt9RiKBdH2BTSG,7LW6nrKqgxpK8I3xe43X74
Rí,Galahad,experimental,https://riofficial.bandcamp.com/album/galahad,ontario,38.0,0,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d588e24eecbdac733c808dcf,2taI3mThUNVMHxuZo7pdzw,5KB9CqF2QRroG9ShPFr87e
Scratch Nasty,Hong Kong Outtakes Vol. 1,rock,https://scratchnastymusic.bandcamp.com/album/hong-kong-outtakes-vol-1,ontario,38.0,0,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024985a7db7a87056a9e65da36,7fzHZubGvLAumkznxqhJZR,503iUVZ8mO4K9Vu3ToAhjU
Mike O'Brien,Mike O'Brien,folk,https://mikeobrien.bandcamp.com/album/mike-obrien,montreal,37.933,21,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e188e6d592fd58bc3e98173d,2l6Ynkln0mfVkTriwP8dSI,0bSjew0YQ3eCgX82FfQmff
Maandala,Second Circle,electronic,https://maandala.bandcamp.com/album/second-circle,calgary,37.933,1,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bf7948a3458758cee9e85e3f,5Am8G0K1klSwEW23D2dhkN,3XhDxC9vW6Yj2sciU3vtBS
Troo Knot,Time Bandit,electronic,https://trooknot.bandcamp.com/album/time-bandit,calgary,37.667,5,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026969d6336b262374b9a2a3fe,1Jpx7ms7C5khfMjrmFaEwi,0cOUrAgOTBrT5Z41lAIQBW
Amaka Queenette,"Fleeting, Inconsequential",r&b/soul,https://queenette.bandcamp.com/album/fleeting-inconsequential,toronto,37.6,6,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c0b674bc96606de0b67e3239,6yTQxo0D4ZraPAXZmn0wU4,7eYEOXDWwUBvBUD8BpRFuv
samaether,for lack of better terms,hip-hop/rap,https://samaether.bandcamp.com/album/for-lack-of-better-terms,montreal,37.533,17,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026aa4673f7619dc28f4aa547b,18hTPvPh9wKYBk8TcrTJuY,0TjUxAoH6jHe77G848dMEX
Fojeba,Souvenirs,world,https://fojeba.bandcamp.com/album/souvenirs,ontario,37.333,0,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021393df043c2458034df97081,481WIUfN8ZEe8bVurKfh5x,73RhbyWVNErB4M6Wvs2i4d
Dynastes,Beneath A Withered Sun,electronic,https://dynastes.bandcamp.com/album/beneath-a-withered-sun,britishcolumbia,37.333,0,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0218818450f6073f14756f847d,2gJzXsZ7GyXwepG8Tq166r,0zskdPBjZ8S28DdqJVQ9xm
The Sean Grieve Committee,The Sean Grieve Committee,r&b/soul,https://theseangrievecommittee.bandcamp.com/album/the-sean-grieve-committee,britishcolumbia,37.333,0,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fb0b28c808d3d3e22b4b8cce,5Q5pyMzeC9HVP2jUL0TBXt,27hO8NQVWb0CDBeHGWGePI
More like Space,Hindsight,electronic,https://morelikespace.bandcamp.com/album/hindsight,britishcolumbia,37.333,0,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a08688639f8fb81dbb11d757,5MApgnpyAq99rSugXbgpVo,1CJBF2BAOMJ1na8KzXIBEp
blue hawaiian,There's the Beef!,rock,https://bluehawaiian.bandcamp.com/album/theres-the-beef,britishcolumbia,37.267,1,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0232255fa76c282202567767ea,2ygOPPd63PY1oShb4PVqSc,3jukH5CFTFD1EAYYHoiD43
Night Howl,Night Howl,alternative,https://night-howl.bandcamp.com/album/night-howl-2,edmonton,37.133,3,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d511137fecdd0cf22bca3f03,1e5NOwBCUznS5Q4PT9P0km,6MKbB8ReMaczfTYTMYcI8l
Octobers,Summer Waste EP,alternative,https://weareoctobers.bandcamp.com/album/summer-waste-ep,britishcolumbia,37.067,4,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027b5a97d19029a9b0c3f2bf70,5UuOIz2PSh74t38Gw86YGv,227umKLc7A9T1sm387Yi2L
Construction & Destruction,Former Firsts,experimental,https://constructionanddestruction.bandcamp.com/album/former-firsts,novascotia,37.0,5,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023a8bd1b081ad9e7993a586fe,7K06gT28y7fuDrC1LlQnSa,42ViayamkigAOVp8yh9cQ2
MOOCH,HOUNDS,rock,https://moochmusicofficial.bandcamp.com/album/hounds,montreal,36.933,16,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02de7cc4a9960e33251c32070e,2oZuIfepk1a7nnFYy6nK2B,1mVwVHtrvo6V2letIqRV7X
RAG,Cave Mentality,rock,https://rag00.bandcamp.com/album/cave-mentality,vancouver,36.667,0,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ba57feb3e49e47681c961d45,1BfScJiMqLKo1rhs6ybx55,77gIg6AelRmEN1LK82hGhu
Null Command,Lexical Analysis,electronic,https://nullcommand.bandcamp.com/album/lexical-analysis,victoria,36.667,0,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0239588c148a712536467eeb15,4VryQltK1DKFYkZUnb5or3,6Qw75Tc7M3n1HxlCluURIV
Bosket,Hybridation,alternative,https://bosket.bandcamp.com/album/hybridation,quebec,36.667,0,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c67cdde0300065f6c1d128c8,0KTx4uPIA3MaunAFUWAAvb,19T2YYEY6tVMbi6OowT7Ti
Patatrak,EP II,rock,https://patatrak.bandcamp.com/album/ep-ii,quebec,36.6,1,2020-05-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e32d99db0917e51187cfac9f,5Fb7q8MC71nUBzhcryGPZh,1Y6Bl3XVeAHdvZxyL7IxXe
Daniel Romano,"""Okay Wow""",alternative,https://youvechangedrecords.bandcamp.com/album/okay-wow,toronto,36.533,42,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027482ce893030b4f745def234,3M8t4pnAxzffVhugkF0kcG,2kTXvMOmrHVjVewErG5kHD
Nap Eyes,Snapshot of a Beginner,alternative,https://napeyes.bandcamp.com/album/snapshot-of-a-beginner,novascotia,36.533,42,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022e431a8588e07fdbded8a7a8,1gQmwuAdKCmByeCUuiw3Wo,1ysOXSDpupZ5RBQ9PNFZU7
Les 3 de Pick,Live à la Place des Arts,acoustic,https://les3depick.bandcamp.com/album/live-la-place-des-arts,quebec,36.533,2,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0262de1e3666bbfd4e553e7e21,1ZEsciAZwknCSGeCJaeYRS,4NUwHdHhz1hHDSGXwRrfml
Françoise,Chat melon,pop,https://francoisemusique.bandcamp.com/album/chat-melon,quebec,36.533,2,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ec874fc65b7f05682c0a333c,2gOhMnP9yJjWrYprD4uKgR,5Ho6RApFAfj8dptuoYbyB6
Peripheral Vision,Irrational Revelation and Mutual Humiliation,jazz,https://peripheralvision.bandcamp.com/album/irrational-revelation-and-mutual-humiliation,toronto,36.467,3,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028e982527079b995179fc139a,1wnowuoYy7bSmvTOuF2GUG,0RvRDxCQ3YEt2NYSpRD3ch
The Psychic Alliance,Alter English,rock,https://thepsychicalliance.bandcamp.com/album/alter-english,vancouver,36.467,3,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02226fb09c8786ff714f91c154,662BTShRPlcSASSDJvqNcX,1I7M4aDWZL3pKnzrmecqvJ
Nate Murchison,Soft Songs & Hard Hitter,punk,https://natemurchison.bandcamp.com/album/soft-songs-hard-hitter,newbrunswick,36.467,3,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ea1f605011e12e418c068ff4,6f5XpG6JnqaaxucmkM8DQr,2rNHuubUgjPs7u9C5iPpti
Kinflorien,▲▼▲▼▲▼▲▼,electronic,https://kinflorien.bandcamp.com/album/-,edmonton,36.0,0,2020-05-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bcde1d929ec0ebeeb1124849,1t4up5Ti0ryrogTJJVqkKd,0feEHVCjhFh2rY8UkKhImt
TUNNEL,Out For A While,electronic,https://tunnelmusic.ca/album/out-for-a-while,montreal,35.867,2,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c5853ff870e83a0cb4484aa4,3cEzOpA5WQg9izRtIIHhXF,6bsd6W2PkdoNWhibSPx7MG
Karl Fousek,Another Use for Time,experimental,https://karlfousek.bandcamp.com/album/another-use-for-time,britishcolumbia,35.867,2,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f0cdbd766fbd4173d941c3c0,4ghuRKEtdlSorCEQ2oJDbr,4SxY1HEsDjFhWvgkqY0VKf
Weak Size Fish,The Drift,reggae,https://weaksizefish.bandcamp.com/album/the-drift,newbrunswick,35.733,14,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0249e9b3130f4165d6c407f8ce,3nLeM6GFoG4CQOrMH9XyUD,7ztX3VdsQ5LGaTp22jN9Gu
Louis-Jean Cormier,Quand la nuit tombe,folk,https://louis-jeancormier.bandcamp.com/album/quand-la-nuit-tombe,montreal,35.467,48,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b8c213cc549e7960c821f9d4,0etMcqNyXYSgrb7MTgCn6c,6ZsvBr9pLJY16NqVRKO88G
Monday,Slug,rock,https://mondayisaband.bandcamp.com/album/slug,britishcolumbia,35.333,0,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024bdfded3491ad93b394d951d,0iBOtEYnekPr3eI448Eevp,4KclVSW4tboUp95KcandRB
Paul Is Dead,Pretty Ugly Ep,punk,https://paulisdeadband.bandcamp.com/album/pretty-ugly-ep,britishcolumbia,35.333,0,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c869644e5c3d6c3edcbe2ef9,7oklEVyEBFrdhAA7Xo8oxK,3PwFihzWiWcIEGVfdHxhrM
PAPAL VISIT,Where Do They Swim?,experimental,https://papalvisit.bandcamp.com/album/where-do-they-swim,newbrunswick,35.267,1,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027f58e24a93bff56e73219b2a,7pHj9v4Wbk47oXS6LTPdfY,5LRnFeQbeUTMRrBHEnfs4b
Blossom Complex,Feel,hip-hop/rap,https://blossomcomplex.bandcamp.com/album/feel,novascotia,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0289d99a84a510c1912baf4c35,4NrFPd8u8WvxZxTTfgEgcy,4ihczg1KEzQQreqolsxCOi
Peelings,Dave's Mustang // Let It Roll,rock,https://peelings.bandcamp.com/album/daves-mustang-let-it-roll,novascotia,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029279a44895c34b94a57528c4,7kmSxO4isaNOHo9gjH3oqS,51YSXsAiXBpB31PyYsNlx6
Blank Sun,When You're Going Through It Volume I,electronic,https://blanksun.bandcamp.com/album/when-youre-going-through-it-volume-i,ottawa,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02209cae0fc30ade57e2fa28e6,6ftIoBf4G9J9C1oXa8V5cd,4pv6xQOJU3dMISI50t7S50
Warsh,Demo,punk,https://warsh.bandcamp.com/album/demo,pei,34.667,30,2020-04-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cdc398ae95af21d760d115d7,29MvBqTOrlW8gqQK2lvNli,4AALUKwKK3irhxGkX2NtbB
Devonian Gardens,Old Star,rock,https://devoniangardens.bandcamp.com/album/old-star,calgary,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02397205444be3b9f9ea9a52e0,6tUAFnta5S65RqxWBSeEYb,1wB9D6Xqdi7XDtMa7C7bGb
Berger,Migrateur,folk,https://bergerb.bandcamp.com/album/migrateur,quebec,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0206e5450b8e6978631818b402,20Uc3HrGurnZAJoCbOu0vr,2CndCWsy5PZTBiNO3oH4yA
Quin With One N,Out of the Blue,folk,https://quinwithonen.bandcamp.com/album/out-of-the-blue,britishcolumbia,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024b95511e9245f0210fa08daa,6s3Exj96dkBjEANjTFD2SA,1WIUgXNh2Sw2aUODBucKJs
des une,below the grid,electronic,https://desune.bandcamp.com/album/below-the-grid,britishcolumbia,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020b015b4488426a608595dfe6,30JmitJycsFbFA9wG6mgDl,5WD8MbWJ6yHrnnQDjo5pvG
Good Dream,TAPE,hip-hop/rap,https://gooddream.bandcamp.com/album/tape,britishcolumbia,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026a61c63ac7d97580afc39fa9,34P3Mt1pzXKsgJ5wHQikHi,2CoK20timTY50oXguk05Dg
Origami Army,Poverty For Happiness,folk,https://origamiarmyofficial.bandcamp.com/album/poverty-for-happiness,alberta,34.667,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0289104eef5110db65e1f261e0,7BtbKK6WghJ7irahH4upBn,7ixr8VEWimMZu6DOVDEPCt
Arielle,Shame and waterway,alternative,https://arielle5.bandcamp.com/album/shame-and-waterway,montreal,34.467,3,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0214f03c788fb5dd5b7a2903df,2gN7EW91PR9h5wXKpB9yxU,3aLcmyCirjs0uXCL8gPgQG
Cartoon Lizard,"Bless You, Thank You",pop,https://cartoontunes.bandcamp.com/album/bless-you-thank-you,victoria,34.2,17,2020-04-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028207e2cfec3a55ca3a52bbeb,2AhMSqNId9IhM2g27JRmLA,78NN5l8HQKQ7AkhCJFF6SF
GAME BOY,The Adventure Continues...,electronic,https://game-boy.bandcamp.com/album/the-adventure-continues,newfoundland,34.0,0,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0209cd2fa6396851d33051c315,29c7geeGY9PMhLQj5oE12U,46JY4KFBE0gaK1aHIWeGCE
JUST BECAUSE,...Not Cool Enough,punk,https://justbecause1.bandcamp.com/album/not-cool-enough,quebec,34.0,0,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b7eb970e74c45d1b3148cbac,5JpKx1Et8GirnCjMCliQ9v,6n8iYQkIaX9T4n1QniP9Gx
The Moby Dicks,Complete Dicksography,punk,https://themobydicks.bandcamp.com/album/complete-dicksography,alberta,34.0,0,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0214bb3f630182f806cb784fce,7CIoK1n0Rhb4OzZ8KzlovM,6vGPeEfp8IHG4GAhJUGFgR
Tha Rhyme Animal,Great Minds Think Alike,hip-hop/rap,https://thesarsnetwork.bandcamp.com/album/great-minds-think-alike,toronto,33.933,1,2020-04-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f19fb4c77a5d3f066efc2274,37NGDJejJ9bJa4H5jJodGs,4BGjQrGCN27TyQexHnkodS
Ugly Again,IDK/Faze Me,punk,https://uglyagain.bandcamp.com/album/idk-faze-me,saskatchewan,33.867,2,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02971d95c6920b18552843caeb,3CzgWhdSaNDlx7jb3lFJUs,7jkJS5HNv4aMt4rguAW6xh
Himalayan Bear,Lets Hope The Roof Stays On,pop,https://himalayanbear.bandcamp.com/album/lets-hope-the-roof-stays-on,victoria,33.867,2,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027d2ee92c3d44386c1b78d2cd,30n2wbIL8tgdRfezEymMOi,6wtwvlh0uyfW7OHymE2zPC
Nebullama,Vol. 1,funk,https://nebullama6.bandcamp.com/album/vol-1,newbrunswick,33.533,7,2020-04-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029e3966113cb1271e597cd677,52HGjafdZCCtMt8yqJ2jaj,2nNcUtly974vOW9BMMjmr4
Slow Leaves,Shelf Life,folk,https://slowleaves.bandcamp.com/album/shelf-life,manitoba,33.4,29,2020-04-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ffec350bf23c0e25d36fdcf2,0sjdlpJd36AV4GcOyYjspU,1CNY3GA9jHEuZeQEOHx0r8
Lee Rosevere,Doodles,electronic,https://leerosevere.bandcamp.com/album/doodles,pei,33.333,20,2020-04-11T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dc817c4b31472ed12ab7a380,1J8qfJhYffsqtMNPRgGTp0,2Jl1k0haDhoL9cxYiU8H6j
Tiny Desk,unanswered questions and answers open to interpretation,alternative,https://tinydesk.bandcamp.com/album/unanswered-questions-and-answers-open-to-interpretation-2,edmonton,33.333,0,2020-04-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0212db1ce88171151732637493,0Z8GSfk3Dlu2lu9uOoj5uc,618fJVZeTOHmtt86fqeOQw
Harrison Downes,Desiderata,electronic,https://techgnosisrecords.bandcamp.com/album/desiderata,newbrunswick,33.267,1,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0289566d46888c328c0e7e1d58,0sVL8AXjrKiX4x0Ll7vPFn,1OgvEdfVlVP4tp5EGBsAXL
Brunnemer,Jazz is the new triste,r&b/soul,https://brunnemer.bandcamp.com/album/jazz-is-the-new-triste,quebec,33.267,1,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021600d04152ebfb5e85c2698e,4zz0QNIEar3kWZaBDMJQjO,4uB7Zf0iLMtnbPNrCrBP2I
Timothy Kirchofer,"Kirchofer In The Church Yard Casting Seeds, The Gardener's Songs",country,https://timothykirchofer.bandcamp.com/album/kirchofer-in-the-church-yard-casting-seeds-the-gardeners-songs,saskatchewan,33.2,22,2020-04-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f90190059f188d97efdfce80,5rZerihNwPhfPJIJCuMhLs,0ox87AsUGtE1K8WdiqTzyi
redress,peacebird,electronic,https://redresss.bandcamp.com/album/peacebird,victoria,33.2,2,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024875109da7ea027680ac526b,09nPf5DgBG6ZMCna86j3DE,4hrCYr0GP3OEshC2aLS939
Eliza Niemi,Glass,folk,https://elizaniemi.bandcamp.com/album/glass,toronto,33.133,13,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024e5d2432da566a812850a676,5tDZswz2hVSNdF4qJHkGaG,6UntKZ32JDgJV35Nmk5gDi
